Bedrijf;E-mail;Contact;Adres;Post;Gemeente;Telefoon;Standnr;Sector;groen;geel;rood;blauw
Ventigrate;yannick.borghmans@ventigrate.be;Yannick Borghmans;Veldkantˇ37;2550;Kontich;03 871 99 54;148;"Ventigrate team and competences
Ventigrate can rely on a dynamic and motivated team of technology specialists. Our team consists of young, talented consultants and more experienced profiles which we continue to train. Being a strong team we believe to have the ideal mix of profiles to offer creative and innovative digital solutions. At Ventigrate every employee is considered to be an individual that needs to be able to develop his/her talents with the right framework and support. One thing we all have in common is a passion for technology, innovation, creativity and excellent service.
By bringing our consultants together on a regular basis and facilitating them to work together in different thematic groups and interesting projects we are able to combine different levels andvarious profiles to optimally share knowledge & stimulate personal growth. In addition, each month a workshop on a topic or project is being organized by one of the consultants to share knowledge with each other. Some of our consultants provide trainings for customers on a regular basis or speak on conferences. 
Want to join this amazing company and vibe? Visit us at https://ventigrate.be/jobs/
Strengths
We are uniquely positioned to help our customers thanks to:
?	Our pragmatic and result driven approach
?	Our extensive experience with Office 365, Microsoft SharePoint 2019 and older versions
?	Our extensive experience building front-and backend-application by using Angular, React, Vue.Js, .NET (core), WebAPI, EntityFramework (core),...
?	Our experience with Azure, Docker, ALM, DevOps..
?	Our experience with Mobile development based on Xamarin, Native React and Ionic
?	Multiple years of experience with custom development in the Microsoft development environment for small businesses to large enterprises
?	Our partnerships with Microsoft and various third party add-on providers such as Nintex, Skybow, Sharegate and VALO. As a partner we have privileged access to their support infrastructure.
?	Our close relationship with other competence centers of The Cronos Group (www.cronos.be), so that we can use the expertise of more than 3000 consultants on virtually any software. It is rare that Microsoft SharePoint is an isolated application in the organization ? we can rely on the expertise of the other Cronos members for the integration of existing databases and applications, ranging from CRM and ERP to data warehousing and e-procurement.";TRUE;FALSE;FALSE;TRUE
VGD;maxime.varewyck@vgd.eu;Maxima Varewyck;Schaliânstraatˇ5 bus 4;2000;Antwerpen;09 665 18 45;131;"WE ARE VGD en daar hoor jij binnenkort hopelijk bij! 
Wij vormen een sterk team van 270 experten in accountancy, tax, audit, legal ? met goesting om familiale ondernemers te inspireren en drive om te groeien. Groeien als individu, als team en als bedrijf! Elke dag geven we het beste van onszelf om onze klanten een zo optimaal mogelijke service te bieden met onze knowhow.
Nog belangrijker zijn onze medewerkers. Want ja, wij geloven dat als onze medewerkers tevreden zijn, onze klanten dit ook zijn!
LET'S TALK SERVICES 
Accountancy | Tax | Audit | Legal | IT audit & advisory | Employment & Benefits | HR advisory | CFO Services | Subsidies | Estate planning | Environment 

LET'S TALK OFFICES 
Aalst | Antwerpen | Beringen | Brugge | Brussel | Gent | Kortrijk | Sint-Niklaas | Willebroek 

Visit werkenbijvgd.be";TRUE;FALSE;FALSE;TRUE
VIO HR;marketing@vio-interim.be;Astrid De Keyzer;Rivierstraatˇ62 A;9080;Beervelde;09 292 10 97;132;"WIL JIJ GELUKKIG ZIJN IN JE JOB?
Bij VIO HR maken we onze gezamenlijke passie waar, namelijk mensen helpen om de job te vinden waarin ze Çcht gelukkig zullen zijn. VIO HR bestaat al 10 jaar en maakt deel uit van SD Worx.
We luisteren graag naar wat je persoonlijke successen zijn en welke talenten je wilt verzilveren bij je toekomstige werkgever. We proberen te begrijpen wat jou drijft in het leven en op het werk en waar jij nood aan hebt als persoon om gelukkig te zijn.
Last but not least weten we graag op welke manier jij graag erkend en beloond wilt worden.
Dan pas gaan wij voor jou op zoek naar het bedrijf, het team en de functie waar jij gelukkig van wordt.
Binnen onze 6 expertisedomeinen (Finance & Accounting ? Office & HR ? Logistics & Maritime ? Technics & Engineering ? Life Science ? Sales & Marketing) kennen we klanten (bedrijven) in verschillende regio?s, hun bedrijfscultuur, waarden en ambities. Het is ons engagement om jou te coachen en te begeleiden naar de juiste keuze in jouw carriäre.
Kom daarom snel langs in ÇÇn van onze HR-kantoren voor een persoonlijk gesprek. Wij beloven waar te maken van jouw professioneel geluk!";TRUE;TRUE;TRUE;TRUE
Volvo Car Belgium NV;tasha.moens@volvocars.com;Tasha Moens;John F. Kennedylaan ˇ25;9000;Gent;0474 63 09 90;133;Alles wat Volvo doet, begint bij mensen. De missie van Volvo Car Gent is om uw leven eenvoudiger, veiliger en beter te maken, dit is voor ons een tweede natuur. Zo doen wij het. Onze drie kernwaarden zijn vandaag belangrijker dan ooit: veiligheid, kwaliteit en milieubewustzijn. We beschermen wat belangrijk is en zijn er trots op dat we de wereld voor iedereen een beetje beter maken. Bij Volvo Car Gent maak je dan ook deel uit van een toegewijd productieteam waar we er met ons globaal netwerk naar streven om de verwachtingen van onze klanten steeds te overtreffen.;FALSE;FALSE;TRUE;TRUE
Vynova Belgium;liesbeth.ponet@vynova-group.com;Liesbeth Ponet;Heilig Hartlaan ˇ21;3890;Tessenderlo;013 61 02 60;138;"Vynova is a leading European manufacturer of chlor-alkali products and PVC resins. Our products play an essential role in the manufacture of a wide variety of industrial products and consumer goods that improve the quality of our daily lives.
With a network of production sites in five countries and more than 1,200 committed employees, we generate annual sales exceeding 1 billion euros. While Vynova is a young company, we can draw upon decades of experience of our sites operating under the umbrella of major international chemical companies.
Vynova Belgium, based in Tessenderlo, is the largest production site of the Vynova Group, with more than 540 employees.
We strongly believe in empowering our employees and supporting them to turn challenges into opportunities for progress and innovation. At Vynova, we foster a respectful, rewarding work environment and promote a culture of continuous improvement and personal development.";TRUE;FALSE;TRUE;FALSE
Walters People;janny.dewalens@robertwalters.com;Janny Dewalens;Avenue Louise ˇ326;1050;Brussel;0477 77 86 74;134;Walters People is specialist in het rekruteren van zowel tijdelijke als permanente medewerkers binnen financiâle en business support functies. Het is ons doel om zo snel mogelijk de perfecte match te vinden: de ideale kandidaat voor onze opdrachtgever en de meest passende job voor onze kandidaat.;TRUE;FALSE;FALSE;FALSE
water-link;jobs@water-link.be;Magali Van Gils;Mechelsesteenwegˇ66;2018;Antwerpen;0471 56 05 18;135;"Water-link is ÇÇn van de grootste industriâle waterproducenten. De oorspronkelijke watervoorziening van de inwoners van Antwerpen is nu slechts een onderdeel van het servicepakket.
 
Water-link inspireert iedereen om de kracht van water Çcht te benutten. Dat doen we door voortdurend te innoveren, te investeren in slimme partnerships en te bouwen aan het team van de toekomst. 
Meer informatie over water-link vind je terug op www.water-link.be";TRUE;FALSE;TRUE;TRUE
We Are Chemistry;jill.vanhoydonck@pomantwerpen.be;Jill Van Hoydonck;Koningin Elisabethlei ˇ22;2018;Antwerpen;03 240 68 41;84;"We Are Chemistry wil duidelijk maken dat ontelbare toepassingen voortkomen uit deze vernieuwende sector die bloeit in ons land. We willen tonen hoe de Antwerpse cluster naar veelheid aan producten de meest diverse ter wereld is en dat de grote concentratie van wereldspelers en nichespecialisten in onze regio ronduit uniek is.
Ontmoet professionals uit de sector in levende lijve tijdens ons jaarlijks jobevent in maart.";FALSE;FALSE;TRUE;FALSE
Whoohoo Belgium Flex NV;gwenda.vanoudendycke@be.whoohoo.com;Gwenda Vanoudendycke;Noordersingelˇ23;2140;Antwerpen;0483 07 18 19;83;"Whoohoo, dat is niet alleen onze naam. Het is ook de reactie die we bij jou willen uitlokken. Als ervaren rekruteringsbureau zoeken wij hoger opgeleide vakspecialisten voor de technische sector. Wij helpen je carriäre vooruit en hebben aandacht voor jouw persoonlijkheid. Onze focus ligt op jouw ambities. Zo kunnen we je uitgebreid adviseren en begeleiden. Wij ontwikkelen jouw talent verder met jobs die passen bij jou, jouw eisen en jouw wensen. 

Wij zijn een dochteronderneming van de Maandag© Group. Dat betekent dat je mee profiteert van een Europees netwerk met meer dan 20 vestigingen en bijna 30 jaar ervaring. Tegelijkertijd kom je terecht in een jong en dynamisch bedrijf.  Samen met Whoohoo zeg je vaarwel tegen verveling en routine.";FALSE;FALSE;TRUE;FALSE
XTi;dennis.dereyer@xt-i.com;Dennis De Reyer;Veldkantˇ33A;2550;Kontich;0474 31 14 13;173;Wij bouwen software op maat in moderne technologie-stacks, met als basis Java en Open Source software. Liefst doen we dat in een Cloud omgeving, uiteraard volledig ondersteund door de best practices rond DevOps, Test Automation en Continuous Deployment.;FALSE;FALSE;FALSE;TRUE
Xylos;annelies.bertels@outlook.com;Annelies Bertels;Noorderlaanˇ139;2030;Antwerpen;0473 78 12 74;194;"Bij Xylos weten ze waar ze naartoe gaan. Als toonaangevend ICT-bedrijf wil Xylos namelijk mensen inspireren met technologie om bij te dragen tot het succes van haar klanten. Xylos wil dus een inspirerende organisatie zijn, een fantastisch bedrijf om voor en mee te werken. Een plaats waar de mens en niet de technologie centraal staat. Daarvoor stimuleren ze intrapreneurship en innovatie. Combineer dat met een stevige portie passie en fun, en je begrijpt waar Xylos naartoe wil.
Wil jij elke dag starten met een duidelijk doel, een persoonlijk plan en heel veel zin? Dan ben je bij Xylos aan het juiste adres. In hun Young Graduates Program stomen ze je tijdens een hands-on traject in no time klaar tot een echte IT-professional. Werk samen met experten, proef van verschillende technologieân en kies zelf in welke richting je wil doorgroeien. Dankzij de kernwaarden ?Take Care?, ?Grow? en ?Passion? werden zij dit jaar verkozen tot ÇÇn van de 'Best Workplaces'.";FALSE;TRUE;FALSE;TRUE
Zorgbedrijf Antwerpen;katrien.bevers@zorgbedrijf.antwerpen.be;Katrien Bevers en Nathalie Van Hamme;Bollaarstraat 35;2018;Antwerpen;0476 60 45 29;154;"Zorgbedrijf Antwerpen is een bedrijf van de groep Antwerpen dat een ruime waaier aan diensten aanbiedt aan Antwerpse senioren, gezinnen met jonge kinderen en (jeugd)zorgondersteuning voor gezinnen. We zijn de grootste speler in de Antwerpse zorgsector met meer dan 4.350 gemotiveerde medewerkers die elke dag 17.000 klanten helpen.

Zorgbedrijf Antwerpen telt
?	44 dienstencentra
?	Thuisdiensten
?	Meer dan 3300 serviceflats
?	18 woonzorgcentra
?	(web)winkel De Schakel
?	7 centra voor jeugdzorg";FALSE;FALSE;FALSE;FALSE
